index,timestamp,dt,pm2_5,temp,humidity,wind_speed,wind_deg,day_of_week,month,hour_sin,hour_cos,pm25_lag_1hr,pm25_lag_3hr,pm25_lag_24hr,pm25_rolling_avg_6hr,pm25_rolling_avg_24hr,temp_wind_interaction,pm25_t+1,pm25_t+2,pm25_t+3,pm25_t+4,pm25_t+5,pm25_t+6,pm25_t+7,pm25_t+8,pm25_t+9,pm25_t+10,pm25_t+11,pm25_t+12,pm25_t+13,pm25_t+14,pm25_t+15,pm25_t+16,pm25_t+17,pm25_t+18,pm25_t+19,pm25_t+20,pm25_t+21,pm25_t+22,pm25_t+23,pm25_t+24,pm25_t+25,pm25_t+26,pm25_t+27,pm25_t+28,pm25_t+29,pm25_t+30,pm25_t+31,pm25_t+32,pm25_t+33,pm25_t+34,pm25_t+35,pm25_t+36,pm25_t+37,pm25_t+38,pm25_t+39,pm25_t+40,pm25_t+41,pm25_t+42,pm25_t+43,pm25_t+44,pm25_t+45,pm25_t+46,pm25_t+47,pm25_t+48,pm25_t+49,pm25_t+50,pm25_t+51,pm25_t+52,pm25_t+53,pm25_t+54,pm25_t+55,pm25_t+56,pm25_t+57,pm25_t+58,pm25_t+59,pm25_t+60,pm25_t+61,pm25_t+62,pm25_t+63,pm25_t+64,pm25_t+65,pm25_t+66,pm25_t+67,pm25_t+68,pm25_t+69,pm25_t+70,pm25_t+71,pm25_t+72,day_of_week_sin,day_of_week_cos,is_weekend,pm25_lag_2hr,pm25_lag_6hr,pm25_lag_12hr,pm25_rolling_avg_3hr,pm25_rolling_avg_12hr,pm25_rolling_std_6hr,pm25_rolling_std_24hr,pm25_rolling_min_6hr,pm25_rolling_max_6hr,pm25_rolling_min_24hr,pm25_rolling_max_24hr,pm25_change_1hr,pm25_change_6hr,pm25_change_12hr,pm25_trend_6hr,temp_lag_1hr,temp_lag_2hr,temp_lag_3hr,temp_lag_6hr,temp_lag_12hr,temp_lag_24hr,temp_roll_mean_3hr,temp_roll_mean_6hr,temp_roll_mean_12hr,temp_roll_mean_24hr,temp_roll_std_6hr,temp_roll_std_24hr,temp_roll_min_6hr,temp_roll_max_6hr,temp_roll_min_24hr,temp_roll_max_24hr,temp_change_3hr,temp_change_24hr,humidity_lag_1hr,humidity_lag_2hr,humidity_lag_3hr,humidity_lag_6hr,humidity_lag_12hr,humidity_lag_24hr,humidity_roll_mean_3hr,humidity_roll_mean_6hr,humidity_roll_mean_12hr,humidity_roll_mean_24hr,humidity_roll_std_6hr,humidity_roll_std_24hr,humidity_roll_min_6hr,humidity_roll_max_6hr,humidity_roll_min_24hr,humidity_roll_max_24hr,wind_speed_lag_1hr,wind_speed_lag_2hr,wind_speed_lag_3hr,wind_speed_lag_6hr,wind_speed_lag_12hr,wind_speed_lag_24hr,wind_speed_roll_mean_3hr,wind_speed_roll_mean_6hr,wind_speed_roll_mean_12hr,wind_speed_roll_mean_24hr,wind_speed_roll_std_6hr,wind_speed_roll_std_24hr,wind_speed_roll_min_6hr,wind_speed_roll_max_6hr,wind_speed_roll_min_24hr,wind_speed_roll_max_24hr,humidity_temp_interaction,stagnation_index,temp_pm25_interaction,humidity_pm25_interaction,wind_pm25_interaction,temp_forecast_24h_avg,temp_forecast_72h_max,temp_forecast_72h_min,temp_forecast_change_24h,wind_speed_forecast_24h_avg,wind_speed_forecast_72h_max,wind_speed_forecast_24h_min,humidity_forecast_24h_avg,humidity_forecast_72h_max,humidity_forecast_72h_min,stagnation_forecast_24h_avg
2863.0,2025-03-27 09:00:00,1743066000,30.81,303.6,19,7.66,154.0,3,3,0.7071067811865476,-0.7071067811865475,35.55,32.51,51.53,31.400000000000002,40.772083333333335,2325.576,25.11,24.56,27.73,36.0,43.21,41.22,34.15,30.73,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2864.0,2025-03-27 10:00:00,1743069600,25.11,303.66,16,9.12,177.0,3,3,0.49999999999999994,-0.8660254037844387,30.81,35.87,53.57,31.211666666666662,39.58625,2769.3792,24.56,27.73,36.0,43.21,41.22,34.15,30.73,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2865.0,2025-03-27 11:00:00,1743073200,24.56,303.48,16,8.7,179.0,3,3,0.258819045102521,-0.9659258262890682,25.11,35.55,63.68,30.735,37.956250000000004,2640.276,27.73,36.0,43.21,41.22,34.15,30.73,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2866.0,2025-03-27 12:00:00,1743076800,27.73,300.85,20,6.43,231.0,3,3,1.2246467991473532e-16,-1.0,24.56,30.81,71.36,29.93833333333333,36.13833333333333,1934.4655,36.0,43.21,41.22,34.15,30.73,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2867.0,2025-03-27 13:00:00,1743080400,36.0,295.96,19,7.96,241.0,3,3,-0.2588190451025208,-0.9659258262890683,27.73,25.11,76.79,29.959999999999997,34.43875,2355.8415999999997,43.21,41.22,34.15,30.73,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2868.0,2025-03-27 14:00:00,1743084000,43.21,293.12,15,4.07,232.0,3,3,-0.4999999999999997,-0.8660254037844388,36.0,24.56,79.28,31.236666666666665,32.935833333333335,1192.9984000000002,41.22,34.15,30.73,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2869.0,2025-03-27 15:00:00,1743087600,41.22,291.79,15,0.49,267.0,3,3,-0.7071067811865471,-0.7071067811865479,43.21,27.73,73.37,32.971666666666664,31.596249999999998,142.9771,34.15,30.73,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2870.0,2025-03-27 16:00:00,1743091200,34.15,290.68,15,0.85,355.0,3,3,-0.8660254037844384,-0.5000000000000004,41.22,36.0,62.53,34.47833333333333,30.413749999999997,247.078,30.73,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871.0,2025-03-27 17:00:00,1743094800,30.73,290.04,14,1.92,25.0,3,3,-0.9659258262890683,-0.25881904510252063,34.15,43.21,51.31,35.50666666666667,29.556250000000002,556.8768,31.91,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2872.0,2025-03-27 18:00:00,1743098400,31.91,289.37,15,1.89,13.0,3,3,-1.0,-1.8369701987210297e-16,30.73,41.22,35.36,36.20333333333334,29.412499999999998,546.9093,33.72,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2873.0,2025-03-27 19:00:00,1743102000,33.72,288.1,30,2.26,1.0,3,3,-0.9659258262890684,0.2588190451025203,31.91,34.15,24.49,35.82333333333333,29.797083333333333,651.106,34.82,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2874.0,2025-03-27 20:00:00,1743105600,34.82,287.89,29,1.36,31.0,3,3,-0.8660254037844386,0.5000000000000001,33.72,30.73,21.89,34.425000000000004,30.335833333333337,391.5304,35.08,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2875.0,2025-03-27 21:00:00,1743109200,35.08,287.74,28,2.23,59.0,3,3,-0.7071067811865477,0.7071067811865474,34.82,31.91,23.06,33.401666666666664,30.836666666666662,641.6602,37.31,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2876.0,2025-03-27 22:00:00,1743112800,37.31,287.08,28,2.95,85.0,3,3,-0.5000000000000004,0.8660254037844384,35.08,33.72,24.05,33.928333333333335,31.389166666666668,846.886,43.13,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2877.0,2025-03-27 23:00:00,1743116400,43.13,286.57,33,2.95,102.0,3,3,-0.25881904510252157,0.9659258262890681,37.31,34.82,22.78,35.995000000000005,32.23708333333334,845.3815000000001,49.55,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2878.0,2025-03-28 00:00:00,1743120000,49.55,285.93,47,3.91,90.0,4,3,0.0,1.0,43.13,35.08,21.58,38.934999999999995,33.402499999999996,1117.9863,48.37,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2879.0,2025-03-28 01:00:00,1743123600,48.37,285.09,45,1.29,110.0,4,3,0.25881904510252074,0.9659258262890683,49.55,37.31,23.5,41.376666666666665,34.43875,367.7661,45.48,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880.0,2025-03-28 02:00:00,1743127200,45.48,286.64,38,1.13,136.0,4,3,0.49999999999999994,0.8660254037844387,48.37,43.13,27.6,43.15333333333333,35.183749999999996,323.90319999999997,38.68,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2881.0,2025-03-28 03:00:00,1743130800,38.68,289.3,24,2.21,86.0,4,3,0.7071067811865475,0.7071067811865476,45.48,49.55,33.93,43.75333333333333,35.38166666666667,639.3530000000001,22.88,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,34.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2882.0,2025-03-28 04:00:00,1743134400,22.88,290.67,17,2.05,125.0,4,3,0.8660254037844386,0.5000000000000001,38.68,48.37,26.24,41.348333333333336,35.24166666666667,595.8735,20.62,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,34.36,34.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2883.0,2025-03-28 05:00:00,1743138000,20.62,291.67,14,2.37,158.0,4,3,0.9659258262890683,0.25881904510252074,22.88,45.48,27.42,37.596666666666664,34.958333333333336,691.2579000000001,24.75,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,34.36,34.88,38.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2884.0,2025-03-28 06:00:00,1743141600,24.75,292.64,13,2.45,211.0,4,3,1.0,6.123233995736766e-17,20.62,38.68,32.51,33.46333333333333,34.635,716.9680000000001,28.68,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,34.36,34.88,38.08,46.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2885.0,2025-03-28 07:00:00,1743145200,28.68,293.72,13,2.7,219.0,4,3,0.9659258262890683,-0.25881904510252063,24.75,22.88,35.87,30.18166666666666,34.33541666666667,793.0440000000001,26.95,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,34.36,34.88,38.08,46.84,23.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886.0,2025-03-28 08:00:00,1743148800,26.95,294.25,13,1.95,226.0,4,3,0.8660254037844387,-0.4999999999999998,28.68,20.62,35.55,27.093333333333334,33.97708333333333,573.7875,26.58,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,34.36,34.88,38.08,46.84,23.74,19.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2887.0,2025-03-28 09:00:00,1743152400,26.58,294.65,12,1.86,235.0,4,3,0.7071067811865476,-0.7071067811865475,26.95,24.75,30.81,25.076666666666664,33.80083333333334,548.049,24.41,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,34.36,34.88,38.08,46.84,23.74,19.04,17.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2888.0,2025-03-28 10:00:00,1743156000,24.41,294.88,12,1.94,267.0,4,3,0.49999999999999994,-0.8660254037844387,26.58,28.68,25.11,25.331666666666667,33.77166666666667,572.0672,21.01,17.77,20.15,29.65,40.85,50.69,56.83,57.57,52.06,45.63,41.01,39.05,37.84,35.43,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,30.71,29.98,30.74,21.36,23.83,35.29,32.98,29.41,28.36,25.18,29.17,28.13,28.46,33.65,40.62,49.6,54.29,53.29,50.44,49.51,47.0,43.8,41.46,40.99,32.56,33.12,34.36,34.88,38.08,46.84,23.74,19.04,17.85,17.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
